"row_id","user_id","timestamp","gate_id"
185,33,2022-07-29 12:49:15,6
186,53,2022-07-29 12:51:02,11
187,12,2022-07-29 12:51:22,13
188,12,2022-07-29 12:51:23,13
189,37,2022-07-29 12:51:25,4
190,37,2022-07-29 12:51:26,4
191,53,2022-07-29 12:51:27,4
192,53,2022-07-29 12:51:28,4
193,55,2022-07-29 12:52:36,11
194,55,2022-07-29 12:52:55,4
195,55,2022-07-29 12:52:56,4
196,46,2022-07-29 12:54:28,11
197,3,2022-07-29 12:57:17,11
198,3,2022-07-29 12:57:42,4
199,3,2022-07-29 12:57:44,4
200,53,2022-07-29 12:58:01,7
201,37,2022-07-29 12:59:05,5
202,53,2022-07-29 12:59:05,3
203,37,2022-07-29 12:59:06,5
204,53,2022-07-29 12:59:07,3
205,53,2022-07-29 12:59:32,10
206,6,2022-07-29 13:00:27,11
207,6,2022-07-29 13:00:49,4
208,6,2022-07-29 13:00:50,4
209,24,2022-07-29 13:02:31,11
210,24,2022-07-29 13:02:50,4
211,24,2022-07-29 13:02:51,4
212,1,2022-07-29 13:10:49,3
213,1,2022-07-29 13:10:50,3
214,1,2022-07-29 13:11:17,10
215,33,2022-07-29 13:11:22,7
216,33,2022-07-29 13:12:18,3
217,33,2022-07-29 13:12:19,3
218,33,2022-07-29 13:12:37,10
219,6,2022-07-29 13:13:21,3
220,6,2022-07-29 13:13:22,3
221,6,2022-07-29 13:13:44,10
222,0,2022-07-29 13:19:21,11
223,0,2022-07-29 13:19:48,6
224,50,2022-07-29 13:19:48,4
225,0,2022-07-29 13:19:49,6
226,50,2022-07-29 13:19:50,4
227,19,2022-07-29 13:29:14,13
228,19,2022-07-29 13:29:15,13
229,55,2022-07-29 13:34:12,7
230,55,2022-07-29 13:35:06,3
231,55,2022-07-29 13:35:07,3
232,55,2022-07-29 13:35:24,10
233,19,2022-07-29 13:38:13,12
234,19,2022-07-29 13:38:14,12
235,18,2022-07-29 13:45:06,7
236,18,2022-07-29 13:46:29,5
237,18,2022-07-29 13:46:31,5
238,47,2022-07-29 13:46:34,3
239,47,2022-07-29 13:46:36,3
240,49,2022-07-29 13:46:48,11
241,47,2022-07-29 13:47:02,10
242,49,2022-07-29 13:47:14,4
243,49,2022-07-29 13:47:16,4
244,54,2022-07-29 13:47:18,4
245,54,2022-07-29 13:47:19,4
246,24,2022-07-29 13:50:11,7
247,24,2022-07-29 13:51:10,3
248,24,2022-07-29 13:51:11,3
249,24,2022-07-29 13:51:34,10
250,33,2022-07-29 13:57:23,11
251,33,2022-07-29 13:57:41,4
252,33,2022-07-29 13:57:42,4
253,3,2022-07-29 14:00:48,7
254,3,2022-07-29 14:01:45,3
255,3,2022-07-29 14:01:46,3
256,3,2022-07-29 14:02:10,10
257,26,2022-07-29 14:09:13,11
258,26,2022-07-29 14:09:39,4
259,26,2022-07-29 14:09:40,4
260,55,2022-07-29 14:09:42,6
261,12,2022-07-29 14:09:43,4
262,55,2022-07-29 14:09:44,6
263,12,2022-07-29 14:09:45,4
264,53,2022-07-29 14:19:14,11
265,53,2022-07-29 14:19:38,4
266,53,2022-07-29 14:19:38,4
267,0,2022-07-29 14:20:15,7
268,0,2022-07-29 14:21:26,3
269,50,2022-07-29 14:21:27,5
270,0,2022-07-29 14:21:28,3
271,50,2022-07-29 14:21:29,5
272,0,2022-07-29 14:21:56,10
273,53,2022-07-29 14:26:26,7
274,37,2022-07-29 14:28:57,11
275,37,2022-07-29 14:29:25,4
276,37,2022-07-29 14:29:26,4
277,6,2022-07-29 14:29:26,6
278,18,2022-07-29 14:29:27,4
279,6,2022-07-29 14:29:28,6
280,18,2022-07-29 14:29:29,4
281,19,2022-07-29 14:29:42,11
282,19,2022-07-29 14:30:05,4
283,19,2022-07-29 14:30:05,4
284,31,2022-07-29 14:35:06,11
285,31,2022-07-29 14:35:39,4
286,31,2022-07-29 14:35:41,4
287,18,2022-07-29 14:36:20,7
288,18,2022-07-29 14:37:34,5
289,6,2022-07-29 14:37:35,3
290,18,2022-07-29 14:37:35,5
291,6,2022-07-29 14:37:36,3
292,37,2022-07-29 14:37:37,5
293,53,2022-07-29 14:37:37,3
294,37,2022-07-29 14:37:38,5
295,53,2022-07-29 14:37:38,3
296,18,2022-07-29 14:38:04,10
297,20,2022-07-29 14:43:59,11
298,20,2022-07-29 14:44:25,4
299,20,2022-07-29 14:44:27,4
300,49,2022-07-29 14:58:59,7
301,49,2022-07-29 15:00:05,3
302,12,2022-07-29 15:00:06,5
303,49,2022-07-29 15:00:07,3
304,12,2022-07-29 15:00:08,5
305,49,2022-07-29 15:00:36,10
306,55,2022-07-29 15:02:03,3
307,55,2022-07-29 15:02:04,3
308,55,2022-07-29 15:02:22,10
309,20,2022-07-29 15:09:06,7
310,20,2022-07-29 15:09:58,5
311,20,2022-07-29 15:10:00,5
312,20,2022-07-29 15:10:18,10
313,31,2022-07-29 15:13:25,7
314,31,2022-07-29 15:14:29,3
315,31,2022-07-29 15:14:30,3
316,31,2022-07-29 15:14:54,10
317,26,2022-07-29 15:18:01,7
318,26,2022-07-29 15:19:01,3
319,26,2022-07-29 15:19:04,3
320,26,2022-07-29 15:19:28,10
321,54,2022-07-29 15:19:44,7
322,54,2022-07-29 15:20:46,5
323,54,2022-07-29 15:20:47,5
324,54,2022-07-29 15:21:12,10
325,19,2022-07-29 15:38:32,7
326,19,2022-07-29 15:39:26,3
327,19,2022-07-29 15:39:27,3
328,19,2022-07-29 15:39:50,10
329,46,2022-07-29 15:40:13,-1
330,46,2022-07-29 15:40:13,-1
331,46,2022-07-29 15:40:16,-1
332,46,2022-07-29 15:40:16,-1
333,46,2022-07-29 15:51:47,-1
334,46,2022-07-29 15:51:47,-1
335,47,2022-07-29 15:56:19,11
336,18,2022-07-29 15:56:49,4
337,47,2022-07-29 15:56:49,6
338,6,2022-07-29 15:56:50,6
339,18,2022-07-29 15:56:50,4
340,47,2022-07-29 15:56:50,6
341,6,2022-07-29 15:56:52,6
342,24,2022-07-29 15:58:13,11
343,24,2022-07-29 15:58:33,4
344,24,2022-07-29 15:58:35,4
345,24,2022-07-29 16:01:38,15
346,18,2022-07-29 16:03:35,7
347,46,2022-07-29 16:04:40,11
348,33,2022-07-29 16:04:46,3
349,33,2022-07-29 16:04:48,3
350,6,2022-07-29 16:04:48,3
351,6,2022-07-29 16:04:50,3
352,18,2022-07-29 16:04:51,3
353,18,2022-07-29 16:04:53,3
354,47,2022-07-29 16:04:54,3
355,47,2022-07-29 16:04:57,3
356,46,2022-07-29 16:05:13,4
357,46,2022-07-29 16:05:15,4
358,18,2022-07-29 16:05:19,10
359,53,2022-07-29 16:07:32,11
360,53,2022-07-29 16:07:57,6
361,37,2022-07-29 16:07:57,4
362,53,2022-07-29 16:07:59,6
363,37,2022-07-29 16:07:59,4
364,55,2022-07-29 16:36:49,11
365,55,2022-07-29 16:37:07,4
366,55,2022-07-29 16:37:09,4
367,55,2022-07-29 16:40:25,7
368,19,2022-07-29 16:40:59,13
369,19,2022-07-29 16:41:00,13
370,55,2022-07-29 16:41:29,5
371,55,2022-07-29 16:41:30,5
372,55,2022-07-29 16:41:47,10
373,47,2022-07-29 16:42:24,11
374,47,2022-07-29 16:42:41,4
375,47,2022-07-29 16:42:42,4
376,19,2022-07-29 16:49:08,12
377,19,2022-07-29 16:49:08,12
378,12,2022-07-29 16:49:35,11
379,12,2022-07-29 16:50:01,4
380,12,2022-07-29 16:50:03,4
381,53,2022-07-29 16:54:25,7
382,53,2022-07-29 16:55:29,3
383,37,2022-07-29 16:55:30,5
384,53,2022-07-29 16:55:30,3
385,37,2022-07-29 16:55:31,5
386,37,2022-07-29 16:55:56,10
387,18,2022-07-29 17:15:11,13
388,18,2022-07-29 17:15:13,13
389,18,2022-07-29 17:22:56,10
390,6,2022-07-29 17:23:54,11
391,6,2022-07-29 17:24:16,4
392,6,2022-07-29 17:24:17,4
393,6,2022-07-29 17:29:25,7
394,6,2022-07-29 17:30:22,3
395,6,2022-07-29 17:30:24,3
396,6,2022-07-29 17:30:45,10
397,19,2022-07-29 17:35:44,13
398,19,2022-07-29 17:35:45,13
399,37,2022-07-29 17:51:56,12
400,37,2022-07-29 17:51:56,12
401,19,2022-07-29 17:54:29,12
402,19,2022-07-29 17:54:29,12
403,37,2022-07-29 18:15:31,13
404,37,2022-07-29 18:15:33,13
405,55,2022-07-29 18:19:27,11
406,55,2022-07-29 18:19:51,4
407,6,2022-07-29 18:19:52,6
408,55,2022-07-29 18:19:53,4
409,18,2022-07-29 18:19:54,4
410,6,2022-07-29 18:19:54,6
411,18,2022-07-29 18:19:56,4
412,37,2022-07-29 18:22:45,10
413,1,2022-07-29 18:25:06,11
414,1,2022-07-29 18:25:31,6
415,39,2022-07-29 18:26:47,11
416,39,2022-07-29 18:27:16,4
417,39,2022-07-29 18:27:20,4
418,55,2022-07-29 18:28:02,3
419,55,2022-07-29 18:28:04,3
420,18,2022-07-29 18:28:05,5
421,6,2022-07-29 18:28:05,3
422,6,2022-07-29 18:28:07,3
423,18,2022-07-29 18:28:07,5
424,55,2022-07-29 18:28:28,10
425,3,2022-07-29 18:31:59,11
426,3,2022-07-29 18:32:25,4
427,3,2022-07-29 18:32:26,4
428,18,2022-07-29 18:41:18,11
429,18,2022-07-29 18:41:44,4
430,18,2022-07-29 18:41:46,4
431,6,2022-07-29 18:41:47,6
432,6,2022-07-29 18:41:48,6
433,18,2022-07-29 18:41:56,9
434,18,2022-07-29 18:41:56,9
435,0,2022-07-29 18:45:49,11
436,50,2022-07-29 18:46:01,11
437,0,2022-07-29 18:46:17,4
438,0,2022-07-29 18:46:19,4
439,50,2022-07-29 18:46:25,4
440,50,2022-07-29 18:46:27,4
441,55,2022-07-29 18:54:23,11
442,55,2022-07-29 18:54:48,4
443,55,2022-07-29 18:54:50,4
444,29,2022-07-29 18:55:57,11
445,29,2022-07-29 18:56:24,4
446,29,2022-07-29 18:56:25,4
447,19,2022-07-29 19:16:11,13
448,19,2022-07-29 19:16:12,13
449,19,2022-07-29 19:26:43,12
450,19,2022-07-29 19:26:43,12
451,53,2022-07-29 19:30:46,11
452,53,2022-07-29 19:31:08,4
453,53,2022-07-29 19:31:09,4
454,26,2022-07-29 19:33:24,11
455,26,2022-07-29 19:33:51,4
456,26,2022-07-29 19:33:53,4
457,26,2022-07-29 19:34:03,9
458,26,2022-07-29 19:34:03,9
459,37,2022-07-29 19:35:53,11
460,37,2022-07-29 19:36:25,4
461,37,2022-07-29 19:36:29,4
462,26,2022-07-29 19:38:10,15
463,27,2022-07-29 19:39:57,7
464,27,2022-07-29 19:41:19,9
465,27,2022-07-29 19:41:19,9
466,27,2022-07-29 19:41:44,5
467,27,2022-07-29 19:41:47,5
468,27,2022-07-29 19:42:17,10
469,37,2022-07-29 19:44:56,7
470,31,2022-07-29 19:45:02,11
471,31,2022-07-29 19:45:28,4
472,31,2022-07-29 19:45:29,4
473,37,2022-07-29 19:46:03,5
474,37,2022-07-29 19:46:05,5
475,37,2022-07-29 19:46:28,10
476,54,2022-07-29 19:49:01,11
477,54,2022-07-29 19:49:25,4
478,54,2022-07-29 19:49:27,4
479,49,2022-07-29 19:49:27,6
480,49,2022-07-29 19:49:28,6
481,49,2022-07-29 19:49:37,9
482,49,2022-07-29 19:49:38,9
483,33,2022-07-29 19:52:56,11
484,33,2022-07-29 19:53:17,6
485,33,2022-07-29 19:53:18,6
486,33,2022-07-29 19:53:26,9
487,33,2022-07-29 19:53:26,9
488,49,2022-07-29 19:54:06,15
489,19,2022-07-29 19:56:43,11
490,19,2022-07-29 19:57:10,6
491,19,2022-07-29 19:57:12,6
492,37,2022-07-29 20:21:20,11
493,37,2022-07-29 20:21:42,4
494,37,2022-07-29 20:21:43,4
495,37,2022-07-29 20:21:56,9
496,37,2022-07-29 20:21:56,9
497,20,2022-07-29 20:38:09,11
498,20,2022-07-29 20:38:37,4
499,20,2022-07-29 20:38:39,4
500,27,2022-07-29 22:11:24,11
501,27,2022-07-29 22:11:55,4
502,27,2022-07-29 22:11:57,4
503,27,2022-07-29 22:12:11,9
504,27,2022-07-29 22:12:11,9
505,29,2022-07-30 09:53:31,7
506,29,2022-07-30 09:55:15,9
507,29,2022-07-30 09:55:15,9
508,29,2022-07-30 09:55:24,5
509,29,2022-07-30 09:55:26,5
510,29,2022-07-30 09:55:54,10
511,29,2022-07-30 15:07:17,11
512,29,2022-07-30 15:07:43,4
513,29,2022-07-30 15:07:53,9
514,29,2022-07-30 15:07:53,9
515,29,2022-07-30 15:09:46,7
516,29,2022-07-30 16:41:25,7
517,29,2022-07-30 16:42:26,9
518,29,2022-07-30 16:42:26,9
519,29,2022-07-30 16:42:34,5
520,29,2022-07-30 16:42:36,5
521,29,2022-07-30 16:42:59,10
522,29,2022-07-30 16:46:54,11
523,29,2022-07-30 16:47:16,4
524,29,2022-07-30 16:47:18,4
525,29,2022-07-30 16:47:27,9
526,29,2022-07-30 16:47:27,9
527,18,2022-07-31 12:20:05,7
528,18,2022-07-31 12:21:08,9
529,18,2022-07-31 12:21:08,9
530,18,2022-07-31 12:21:22,5
531,18,2022-07-31 12:21:23,5
532,18,2022-07-31 12:21:47,10
533,46,2022-07-31 12:39:33,3
534,46,2022-07-31 12:39:36,3
535,46,2022-07-31 12:39:59,10
536,18,2022-07-31 13:28:52,13
537,18,2022-07-31 13:28:53,13
538,18,2022-07-31 13:37:15,12
539,18,2022-07-31 13:37:16,12
540,46,2022-07-31 13:52:22,11
541,46,2022-07-31 13:52:53,4
542,46,2022-07-31 13:52:55,4
543,18,2022-07-31 14:41:45,13
544,18,2022-07-31 14:41:46,13
545,18,2022-07-31 14:48:17,12
546,18,2022-07-31 14:48:18,12
547,18,2022-07-31 15:37:45,11
548,18,2022-07-31 15:38:10,4
549,18,2022-07-31 15:38:12,4
550,18,2022-07-31 15:38:20,9
551,18,2022-07-31 15:38:20,9
552,29,2022-07-31 16:18:22,7
553,29,2022-07-31 16:19:42,9
554,29,2022-07-31 16:19:42,9
555,29,2022-07-31 16:19:49,5
556,29,2022-07-31 16:19:52,5
557,29,2022-07-31 16:20:17,10
558,29,2022-07-31 20:28:45,11
559,29,2022-07-31 20:29:11,4
560,29,2022-07-31 20:29:13,4
561,29,2022-07-31 20:29:21,9
562,29,2022-07-31 20:29:21,9
563,3,2022-08-01 08:52:55,7
564,3,2022-08-01 08:53:58,9
565,3,2022-08-01 08:53:58,9
566,3,2022-08-01 08:54:16,5
567,3,2022-08-01 08:54:17,5
568,3,2022-08-01 08:54:42,10
569,47,2022-08-01 09:03:52,7
570,47,2022-08-01 09:04:56,9
571,47,2022-08-01 09:04:56,9
572,47,2022-08-01 09:05:22,5
573,47,2022-08-01 09:05:23,5
574,47,2022-08-01 09:05:45,10
575,25,2022-08-01 09:08:00,3
576,25,2022-08-01 09:08:03,3
577,25,2022-08-01 09:08:30,10
578,29,2022-08-01 09:08:51,7
579,29,2022-08-01 09:10:29,9
580,29,2022-08-01 09:10:29,9
581,29,2022-08-01 09:10:43,5
582,29,2022-08-01 09:10:44,5
583,29,2022-08-01 09:11:08,10
584,1,2022-08-01 09:12:24,7
585,1,2022-08-01 09:13:29,9
586,1,2022-08-01 09:13:29,9
587,1,2022-08-01 09:13:42,5
588,1,2022-08-01 09:13:43,5
589,1,2022-08-01 09:14:06,10
590,46,2022-08-01 09:20:46,9
591,46,2022-08-01 09:20:46,9
592,46,2022-08-01 09:20:55,5
593,46,2022-08-01 09:20:57,5
594,46,2022-08-01 09:21:15,10
595,37,2022-08-01 09:33:22,7
596,37,2022-08-01 09:34:32,3
597,6,2022-08-01 09:34:34,9
598,6,2022-08-01 09:34:34,9
599,37,2022-08-01 09:34:35,3
600,6,2022-08-01 09:34:47,5
601,6,2022-08-01 09:34:49,5
602,37,2022-08-01 09:35:11,10
603,31,2022-08-01 09:42:58,7
604,31,2022-08-01 09:43:56,3
605,31,2022-08-01 09:43:57,3
606,31,2022-08-01 09:44:17,10
607,12,2022-08-01 09:48:46,7
608,12,2022-08-01 09:50:08,5
609,12,2022-08-01 09:50:09,5
610,12,2022-08-01 09:50:34,10
611,55,2022-08-01 09:51:25,7
612,55,2022-08-01 09:52:24,3
613,55,2022-08-01 09:52:25,3
614,55,2022-08-01 09:52:44,10
615,11,2022-08-01 10:14:59,7
616,11,2022-08-01 10:15:04,7
617,11,2022-08-01 10:16:06,3
618,11,2022-08-01 10:16:07,3
619,11,2022-08-01 10:16:30,10
620,50,2022-08-01 10:43:02,7
621,15,2022-08-01 10:43:34,7
622,15,2022-08-01 10:44:29,5
623,15,2022-08-01 10:44:30,5
624,50,2022-08-01 10:44:36,5
625,50,2022-08-01 10:44:38,5
626,15,2022-08-01 10:44:45,10
627,50,2022-08-01 10:45:07,10
628,6,2022-08-01 10:50:42,11
629,47,2022-08-01 10:50:57,11
630,6,2022-08-01 10:51:01,4
631,6,2022-08-01 10:51:02,4
632,47,2022-08-01 10:51:22,4
633,47,2022-08-01 10:51:23,4
634,46,2022-08-01 10:54:04,11
635,46,2022-08-01 10:54:24,4
636,46,2022-08-01 10:54:25,4
637,6,2022-08-01 10:56:40,7
638,6,2022-08-01 10:57:42,3
639,6,2022-08-01 10:57:44,3
640,6,2022-08-01 10:58:08,10
641,15,2022-08-01 10:58:31,4
642,15,2022-08-01 10:58:32,4
643,25,2022-08-01 10:59:38,11
644,0,2022-08-01 10:59:52,7
645,25,2022-08-01 11:00:01,4
646,25,2022-08-01 11:00:02,4
647,0,2022-08-01 11:00:54,3
648,0,2022-08-01 11:00:56,3
649,20,2022-08-01 11:00:59,7
650,0,2022-08-01 11:01:12,10
651,20,2022-08-01 11:01:50,3
652,20,2022-08-01 11:01:52,3
653,20,2022-08-01 11:02:13,10
654,37,2022-08-01 11:02:42,11
655,37,2022-08-01 11:03:04,4
656,37,2022-08-01 11:03:06,4
657,15,2022-08-01 11:07:17,7
658,15,2022-08-01 11:08:08,5
659,15,2022-08-01 11:08:09,5
660,15,2022-08-01 11:08:24,10
661,37,2022-08-01 11:10:54,7
662,37,2022-08-01 11:11:53,3
663,37,2022-08-01 11:11:55,3
664,37,2022-08-01 11:12:16,10
665,49,2022-08-01 11:15:52,15
666,9,2022-08-01 11:15:54,5
667,9,2022-08-01 11:15:56,5
668,9,2022-08-01 11:16:17,10
669,48,2022-08-01 11:18:21,7
670,33,2022-08-01 11:19:02,7
671,48,2022-08-01 11:19:32,3
672,48,2022-08-01 11:19:34,3
673,33,2022-08-01 11:19:59,3
674,48,2022-08-01 11:19:59,10
675,33,2022-08-01 11:20:00,3
676,33,2022-08-01 11:20:21,10
677,49,2022-08-01 11:20:51,9
678,49,2022-08-01 11:20:51,9
679,49,2022-08-01 11:21:00,5
680,49,2022-08-01 11:21:02,5
681,49,2022-08-01 11:21:26,10
682,19,2022-08-01 11:30:18,7
683,19,2022-08-01 11:31:06,3
684,19,2022-08-01 11:31:06,3
685,19,2022-08-01 11:31:25,10
686,12,2022-08-01 11:48:49,11
687,12,2022-08-01 11:49:11,4
688,12,2022-08-01 11:49:12,4
689,12,2022-08-01 11:49:24,9
690,12,2022-08-01 11:49:24,9
691,12,2022-08-01 11:49:35,5
692,12,2022-08-01 11:49:37,5
693,12,2022-08-01 11:49:59,10
694,47,2022-08-01 11:54:20,7
695,47,2022-08-01 11:55:19,3
696,47,2022-08-01 11:55:20,3
697,47,2022-08-01 11:55:43,10
698,55,2022-08-01 11:59:30,11
699,11,2022-08-01 11:59:50,4
700,55,2022-08-01 11:59:51,6
701,55,2022-08-01 11:59:52,6
702,11,2022-08-01 11:59:53,4
703,55,2022-08-01 12:08:09,7
704,55,2022-08-01 12:09:22,3
705,11,2022-08-01 12:09:22,5
706,11,2022-08-01 12:09:24,5
707,55,2022-08-01 12:09:24,3
708,11,2022-08-01 12:09:51,10
709,54,2022-08-01 12:13:56,7
710,54,2022-08-01 12:15:03,3
711,54,2022-08-01 12:15:04,3
712,54,2022-08-01 12:15:28,10
713,37,2022-08-01 12:16:17,11
714,37,2022-08-01 12:16:37,4
715,37,2022-08-01 12:16:39,4
716,37,2022-08-01 12:21:18,7
717,37,2022-08-01 12:22:23,5
718,37,2022-08-01 12:22:25,5
719,37,2022-08-01 12:22:48,10
720,12,2022-08-01 12:23:39,11
721,12,2022-08-01 12:24:05,4
722,12,2022-08-01 12:24:07,4
723,12,2022-08-01 12:24:16,9
724,12,2022-08-01 12:24:16,9
725,19,2022-08-01 12:35:27,13
726,19,2022-08-01 12:35:28,13
727,53,2022-08-01 12:37:34,7
728,53,2022-08-01 12:38:33,3
729,53,2022-08-01 12:38:35,3
730,53,2022-08-01 12:38:54,10
731,19,2022-08-01 12:44:29,12
732,19,2022-08-01 12:44:30,12
733,15,2022-08-01 12:53:15,11
